SSN;File;Priority;Line;Description;Rule set;Rule
s2079607;Tutorial2018/s248333dir/genJava/source/P4WCIprojectin1file.pde;3;6;Field mousepressed has the same name as a method;Naming;AvoidFieldNameMatchingMethodName
s2079607;Tutorial2018/s248333dir/genJava/source/P4WCIprojectin1file.pde;3;81;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2079607;Tutorial2018/s248333dir/genJava/source/P4WCIprojectin1file.pde;3;84;Do not change global variable meteorsdissapear from method checkSpawnnew, checkSpawnnew is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2079607;Tutorial2018/s248333dir/genJava/source/P4WCIprojectin1file.pde;3;85;Do not change global variable collision from method checkSpawnnew, checkSpawnnew is part of the draw sequence.;Processing Ruleset;DrawingStateChangeRule
s2151421;Tutorial2018/s249238dir/genJava/source/P4WCIprojectin1file.pde;1;4;Variables should start with a lowercase character, 'R' starts with uppercase character.;Naming;VariableNamingConventions
s2151421;Tutorial2018/s249238dir/genJava/source/P4WCIprojectin1file.pde;1;5;Variables should start with a lowercase character, 'G' starts with uppercase character.;Naming;VariableNamingConventions
s2151421;Tutorial2018/s249238dir/genJava/source/P4WCIprojectin1file.pde;1;6;Variables should start with a lowercase character, 'B' starts with uppercase character.;Naming;VariableNamingConventions
s2151421;Tutorial2018/s249238dir/genJava/source/P4WCIprojectin1file.pde;1;83;Variables should start with a lowercase character, 'X' starts with uppercase character.;Naming;VariableNamingConventions
s2151421;Tutorial2018/s249238dir/genJava/source/P4WCIprojectin1file.pde;1;83;Variables should start with a lowercase character, 'Y' starts with uppercase character.;Naming;VariableNamingConventions
s2151421;Tutorial2018/s249238dir/genJava/source/P4WCIprojectin1file.pde;3;25;Do not use literals for pixels for triangle(float*, float*, float*, float*, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2151421;Tutorial2018/s249238dir/genJava/source/P4WCIprojectin1file.pde;3;26;Do not use literals for pixels for triangle(float*, float*, float*, float*, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2151421;Tutorial2018/s249238dir/genJava/source/P4WCIprojectin1file.pde;3;29;Do not use literals for pixels for ellipse(float*, float*, float, float) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2151421;Tutorial2018/s249238dir/genJava/source/P4WCIprojectin1file.pde;3;30;Do not use literals for pixels for ellipse(float*, float*, float, float) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2151421;Tutorial2018/s249238dir/genJava/source/P4WCIprojectin1file.pde;3;4;Avoid variables with short names like R;Naming;ShortVariable
s2151421;Tutorial2018/s249238dir/genJava/source/P4WCIprojectin1file.pde;3;5;Avoid variables with short names like G;Naming;ShortVariable
s2151421;Tutorial2018/s249238dir/genJava/source/P4WCIprojectin1file.pde;3;6;Avoid variables with short names like B;Naming;ShortVariable
s2151421;Tutorial2018/s249238dir/genJava/source/P4WCIprojectin1file.pde;3;83;Avoid variables with short names like X;Naming;ShortVariable
s2151421;Tutorial2018/s249238dir/genJava/source/P4WCIprojectin1file.pde;3;83;Avoid variables with short names like Y;Naming;ShortVariable
s2151421;Tutorial2018/s249238dir/genJava/source/P4WCIprojectin1file.pde;3;90;The method display is too long, 38 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2187442;Tutorial2018/s248608dir/genJava/source/P4WCIprojectin1file.pde;3;19;Do not use literals for pixels for text(char, float*, float*) inside method draw.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2187442;Tutorial2018/s248608dir/genJava/source/P4WCIprojectin1file.pde;3;37;Avoid using for statements without curly braces;Braces;ForLoopsMustUseBraces
s2187442;Tutorial2018/s248608dir/genJava/source/P4WCIprojectin1file.pde;3;94;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2128039;Tutorial2018/s247639dir/genJava/source/P4WCIprojectin1file.pde;1;5;Variables should start with a lowercase character, 'Penguins' starts with uppercase character.;Naming;VariableNamingConventions
s2128039;Tutorial2018/s247639dir/genJava/source/P4WCIprojectin1file.pde;3;142;Avoid variables with short names like kc;Naming;ShortVariable
s2128039;Tutorial2018/s247639dir/genJava/source/P4WCIprojectin1file.pde;3;145;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2128039;Tutorial2018/s247639dir/genJava/source/P4WCIprojectin1file.pde;3;148;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2128039;Tutorial2018/s247639dir/genJava/source/P4WCIprojectin1file.pde;3;152;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2128039;Tutorial2018/s247639dir/genJava/source/P4WCIprojectin1file.pde;3;156;Avoid using if statements without curly braces;Braces;IfStmtsMustUseBraces
s2128039;Tutorial2018/s247639dir/genJava/source/P4WCIprojectin1file.pde;3;160;The method display is too long, 25 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2145588;Tutorial2018/s249305dir/genJava/source/P4WCIprojectin1file.pde;3;110;Do not use drawing method line(float*, float*, float*, float*) in method display, display is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2145588;Tutorial2018/s249305dir/genJava/source/P4WCIprojectin1file.pde;3;129;Avoid variables with short names like xd;Naming;ShortVariable
s2145588;Tutorial2018/s249305dir/genJava/source/P4WCIprojectin1file.pde;3;130;Avoid variables with short names like yd;Naming;ShortVariable
s2145588;Tutorial2018/s249305dir/genJava/source/P4WCIprojectin1file.pde;3;138;Do not use drawing method ellipse(float*, float*, float, float) in method display, display is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2145588;Tutorial2018/s249305dir/genJava/source/P4WCIprojectin1file.pde;3;140;Do not use drawing method ellipse(float*, float*, float, float) in method display, display is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2145588;Tutorial2018/s249305dir/genJava/source/P4WCIprojectin1file.pde;3;46;Avoid variables with short names like s;Naming;ShortVariable
s2145588;Tutorial2018/s249305dir/genJava/source/P4WCIprojectin1file.pde;3;58;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2145588;Tutorial2018/s249305dir/genJava/source/P4WCIprojectin1file.pde;3;62;Avoid unnecessary comparisons in boolean expressions;Design;SimplifyBooleanExpressions
s2145588;Tutorial2018/s249305dir/genJava/source/P4WCIprojectin1file.pde;3;76;The method display is too long, 49 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2145588;Tutorial2018/s249305dir/genJava/source/P4WCIprojectin1file.pde;3;80;Do not use drawing method ellipse(float*, float*, float, float) in method display, display is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2145588;Tutorial2018/s249305dir/genJava/source/P4WCIprojectin1file.pde;3;83;Do not use drawing method ellipse(float*, float*, float, float) in method display, display is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2145588;Tutorial2018/s249305dir/genJava/source/P4WCIprojectin1file.pde;3;86;Do not use drawing method line(float*, float*, float*, float*) in method display, display is called outside of the draw sequence and can therefore not contain drawing methods.;Processing Ruleset;DecentralizedDrawingRule
s2026392;Tutorial2018/s248858dir/genJava/source/P4WCIprojectin1file.pde;1;2;Variables should start with a lowercase character, 'Chicken' starts with uppercase character.;Naming;VariableNamingConventions
s2026392;Tutorial2018/s248858dir/genJava/source/P4WCIprojectin1file.pde;1;3;Variables should start with a lowercase character, 'Countryside' starts with uppercase character.;Naming;VariableNamingConventions
s2026392;Tutorial2018/s248858dir/genJava/source/P4WCIprojectin1file.pde;3;102;Do not use literals for pixels for rect(float*, float*, float, float) inside method display.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2026392;Tutorial2018/s248858dir/genJava/source/P4WCIprojectin1file.pde;3;107;Avoid variables with short names like j;Naming;ShortVariable
s2026392;Tutorial2018/s248858dir/genJava/source/P4WCIprojectin1file.pde;3;225;Avoid variables with short names like x1;Naming;ShortVariable
s2026392;Tutorial2018/s248858dir/genJava/source/P4WCIprojectin1file.pde;3;226;Avoid variables with short names like y1;Naming;ShortVariable
s2026392;Tutorial2018/s248858dir/genJava/source/P4WCIprojectin1file.pde;3;227;Avoid variables with short names like y2;Naming;ShortVariable
s2026392;Tutorial2018/s248858dir/genJava/source/P4WCIprojectin1file.pde;3;228;Avoid variables with short names like y3;Naming;ShortVariable
s2026392;Tutorial2018/s248858dir/genJava/source/P4WCIprojectin1file.pde;3;241;Avoid unused local variables such as 'x1'.;Unused Code;UnusedLocalVariable
s2026392;Tutorial2018/s248858dir/genJava/source/P4WCIprojectin1file.pde;3;241;Avoid variables with short names like x1;Naming;ShortVariable
s2026392;Tutorial2018/s248858dir/genJava/source/P4WCIprojectin1file.pde;3;242;Avoid unused local variables such as 'y1'.;Unused Code;UnusedLocalVariable
s2026392;Tutorial2018/s248858dir/genJava/source/P4WCIprojectin1file.pde;3;242;Avoid variables with short names like y1;Naming;ShortVariable
s2026392;Tutorial2018/s248858dir/genJava/source/P4WCIprojectin1file.pde;3;246;Avoid variables with short names like y2;Naming;ShortVariable
s2026392;Tutorial2018/s248858dir/genJava/source/P4WCIprojectin1file.pde;3;261;Avoid unused local variables such as 'x1'.;Unused Code;UnusedLocalVariable
s2026392;Tutorial2018/s248858dir/genJava/source/P4WCIprojectin1file.pde;3;261;Avoid variables with short names like x1;Naming;ShortVariable
s2026392;Tutorial2018/s248858dir/genJava/source/P4WCIprojectin1file.pde;3;262;Avoid unused local variables such as 'y1'.;Unused Code;UnusedLocalVariable
s2026392;Tutorial2018/s248858dir/genJava/source/P4WCIprojectin1file.pde;3;262;Avoid variables with short names like y1;Naming;ShortVariable
s2026392;Tutorial2018/s248858dir/genJava/source/P4WCIprojectin1file.pde;3;266;Avoid variables with short names like y2;Naming;ShortVariable
s2026392;Tutorial2018/s248858dir/genJava/source/P4WCIprojectin1file.pde;3;30;This are very many attributes/global variables. Check if some of them should be local variables, or part of an object.;Code Size;TooManyFields
s2026392;Tutorial2018/s248858dir/genJava/source/P4WCIprojectin1file.pde;3;45;Avoid variables with short names like t;Naming;ShortVariable
s2026392;Tutorial2018/s248858dir/genJava/source/P4WCIprojectin1file.pde;3;46;Avoid variables with short names like r;Naming;ShortVariable
s2026392;Tutorial2018/s248858dir/genJava/source/P4WCIprojectin1file.pde;3;78;The method display is too long, 34 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2026392;Tutorial2018/s248858dir/genJava/source/P4WCIprojectin1file.pde;3;83;Avoid variables with short names like to;Naming;ShortVariable
s2026392;Tutorial2018/s248858dir/genJava/source/P4WCIprojectin1file.pde;3;97;Do not use literals for pixels for rect(float*, float*, float, float) inside method display.;Processing Ruleset;PixelHardcodeIgnoranceRule
s2106752;Tutorial2018/s248789dir/genJava/source/P4WCIprojectin1file.pde;3;39;This are very many attributes/global variables. Check if some of them should be local variables, or part of an object.;Code Size;TooManyFields
s2106752;Tutorial2018/s248789dir/genJava/source/P4WCIprojectin1file.pde;3;68;The method display is too long, 32 lines of code are counted. The method should be made more efficient or split in multiple methods.;Processing Ruleset;LongMethodRule
s2111446;Tutorial2018/s248390dir/genJava/source/P4WCIprojectin1file.pde;1;70;Variables should start with a lowercase character, 'Rayx' starts with uppercase character.;Naming;VariableNamingConventions
s2111446;Tutorial2018/s248390dir/genJava/source/P4WCIprojectin1file.pde;1;71;Variables should start with a lowercase character, 'Rayy' starts with uppercase character.;Naming;VariableNamingConventions
s2111446;Tutorial2018/s248390dir/genJava/source/P4WCIprojectin1file.pde;1;75;Variables should start with a lowercase character, 'Xpos' starts with uppercase character.;Naming;VariableNamingConventions
