@relation test

@attribute text string
@attribute ClassArff {correct,PixelHardcodeIgnoranceRule,LongMethodRule,SimplifyBooleanExpressions,IfElseStmtsMustUseBraces,VariableNamingConventions,DecentralizedEventHandlingRule,DrawingStateChangeRule,ShortVariable,TooManyFields,DecentralizedDrawingRule,EmptyIfStmt,AtLeastOneConstructor,LongParameterListRule,IfStmtsMustUseBraces,AvoidFieldNameMatchingMethodName,StdCyclomaticComplexity,AvoidFieldNameMatchingTypeName,EmptyStatementNotInLoop,StatelessClassRule,UncommentedEmptyConstructor,MethodNamingConventions,ForLoopsMustUseBraces,FieldDeclarationsShouldBeAtStartOfClass,UnusedFormalParameter,AvoidReassigningParameters,AvoidDeeplyNestedIfStmts,IdempotentOperations}

@data
'class Koala {    // making integer x coordinate koala    int koalaX;    // making integer y coordinate koala    int koalaY;    // making boolean eat and alive    boolean eat, alive;    // making integer count    int count;    Koala() {        // defining koalaX        koalaX = width / 2;        // defining koalaY        koalaY = height / 2;        // setting boolean eat to false        eat = false;        // setting count to 0        count = 0;        // setting boolean alive to true        alive = true;    }    void display() {        if (koala.alive) {            face();            if (eat) {                mouthOpen();            } else {                mouthClosed();            }        }    }    void face() {        // no lines        noStroke();        // grey fill        fill(167, 170, 172);        // square head koala        rect(koalaX, koalaY, 100 + 20 * grow, 100 + 20 * grow, 25);        // ear left koala        ellipse(koalaX - 50 - 10 * grow, koalaY - 40 - 8 * grow, 60 + 20 * grow, 60 + 20 * grow);        // ear right koala        ellipse(koalaX + 50 + 10 * grow, koalaY - 40 - 8 * grow, 60 + 20 * grow, 60 + 20 * grow);        // dark grey fill        fill(88, 88, 90);        // eye left koala        ellipse(koalaX - 20 - 4 * grow, koalaY - 5 - 6 * grow, 10 + 2 * grow, 10 + 2 * grow);        // eye right koala        ellipse(koalaX + 20 + 4 * grow, koalaY - 5 - 6 * grow, 10 + 2 * grow, 10 + 2 * grow);        // nose koala        ellipse(koalaX, koalaY + 5, 25 + 5 * grow, 30 + 6 * grow);        noFill();        // dark grey fill        stroke(88, 88, 90);        // earline left        arc(koalaX - 50 - 10 * grow, koalaY - 40 - 8 * grow, 40 + (13 + (1 / 3)) * grow, 40 + (13 + (1 / 3)) * grow, PI, PI + HALF_PI);        // earline right        arc(koalaX + 50 + 10 * grow, koalaY - 40 - 8 * grow, 40 + (13 + (1 / 3)) * grow, 40 + (13 + (1 / 3)) * grow, PI + HALF_PI, TWO_PI);    }    void mouthClosed() {        // thickness of line        strokeWeight(5 + grow);        noFill();        // closed mouth left koala        arc(koalaX - 15 - 3 * grow, koalaY + 10 + 5 * grow, 30 + 6 * grow, 30 + 6 * grow, 0, HALF_PI);        // closed mouth right koala        arc(koalaX + 15 + 3 * grow, koalaY + 10 + 5 * grow, 30 + 6 * grow, 30 + 6 * grow, HALF_PI, PI);    }    void mouthOpen() {        // open mouth koala        ellipse(koalaX, koalaY + 25 + 5 * grow, 30 + 6 * grow, 20 + 4 * grow);    }    void update() {        // check if food is there        for (int n = 0; n < foodies.length; n++) {            if (koalaX < foodies[n].foodX + 25 && koalaX > foodies[n].foodX - 25 && koalaY < foodies[n].foodY + 25 && koalaY > foodies[n].foodY - 25 && koala.alive == true) {                eating.play();                eating.rewind();                eat = true;                // sets the foodtime to that current time                foodtime = millis();                // gives sets count to count+1                count++;                // gives new position to food                foodies[n].newPosition();                // prints count                System.out.println(count);                if (count % 5 == 0) {                    // with using modulo, every 5 times that the koala eats, grow gets one bigger                    grow++;                    if (grow == 6) {                        alive = false;                    }                    System.out.println(grow);                }            }        }        if (millis() > foodtime + eatdelay) {            // if the koala has eaten for longer than the eatdelay, the mouth closes because the boolean eat will return false            eat = false;        }    }}',correct
'Koala() {    // defining koalaX    koalaX = width / 2;    // defining koalaY    koalaY = height / 2;    // setting boolean eat to false    eat = false;    // setting count to 0    count = 0;    // setting boolean alive to true    alive = true;}',correct
'ellipse(koalaX, koalaY + 25 + 5 * grow, 30 + 6 * grow, 20 + 4 * grow)',correct
'foodies[n].foodY + 25',correct
'happy.pause()',correct
'// drawing a background which changes when grow gets another valuebackground(75 + grow * 30, 204 - grow * 33, 255 - grow * 35);',correct
'happy',correct
'// leaf 2 rightarc(foodX, foodY + 10, 65, 30, PI + HALF_PI, TWO_PI - QUARTER_PI);',correct
'// defining the Koala class in the koala documentKoala koala;',correct
'if (millis() > foodtime + eatdelay) {    // if the koala has eaten for longer than the eatdelay, the mouth closes because the boolean eat will return false    eat = false;}',correct
'koala.koalaY',correct
'foodY - 10',correct
'koala.koalaX',correct
'// using long because its/can be a big number, foodtime will be used as the time when the koala eatslong foodtime;',correct
'System.out.println(mouseY)',correct
'koala.display()',correct
'koalaY + 25 + 5 * grow',correct
'fat',correct
'{    foodies[n].display();}',correct
'arc(koalaX + 50 + 10 * grow, koalaY - 40 - 8 * grow, 40 + (13 + (1 / 3)) * grow, 40 + (13 + (1 / 3)) * grow, PI + HALF_PI, TWO_PI)',correct
'System.out.println(grow)',correct
'// making integer y coordinate koalaint koalaY;',correct
'koalaX > foodies[n].foodX - 25',correct
'strokeWeight(5 + grow)',correct
'rect(foodX, foodY, 6, 100, 50)',correct
'textAlign(CENTER, BOTTOM)',correct
'if (grow == 6) {    alive = false;}',correct
'TWO_PI - QUARTER_PI',correct
'// creating the fat audiofat = minim.loadFile("fat.mp3");',correct
'{    face();    if (eat) {        mouthOpen();    } else {        mouthClosed();    }}',correct
'fat.play();',correct
'// prints countSystem.out.println(count);',correct
'grow == 6',correct
'// closed mouth left koalaarc(koalaX - 15 - 3 * grow, koalaY + 10 + 5 * grow, 30 + 6 * grow, 30 + 6 * grow, 0, HALF_PI);',correct
'int n = 0',correct
'foodtime = millis()',correct
'foodX = random(100, (width - 100));',correct
'noStroke();',correct
'40 + (13 + (1 / 3)) * grow',correct
'ellipse(koalaX + 50 + 10 * grow, koalaY - 40 - 8 * grow, 60 + 20 * grow, 60 + 20 * grow)',correct
'arc(koalaX + 15 + 3 * grow, koalaY + 10 + 5 * grow, 30 + 6 * grow, 30 + 6 * grow, HALF_PI, PI)',correct
'mouthClosed()',correct
'int timeToLive = 110;',correct
'{    if (koalaX < foodies[n].foodX + 25 && koalaX > foodies[n].foodX - 25 && koalaY < foodies[n].foodY + 25 && koalaY > foodies[n].foodY - 25 && koala.alive == true) {        eating.play();        eating.rewind();        eat = true;        // sets the foodtime to that current time        foodtime = millis();        // gives sets count to count+1        count++;        // gives new position to food        foodies[n].newPosition();        // prints count        System.out.println(count);        if (count % 5 == 0) {            // with using modulo, every 5 times that the koala eats, grow gets one bigger            grow++;            if (grow == 6) {                alive = false;            }            System.out.println(grow);        }    }}',correct
'happy.loop()',correct
'face();',correct
'rect(koalaX, koalaY, 100 + 20 * grow, 100 + 20 * grow, 25)',correct
'// setting the boolean food to falsefood = false;',correct
'// gives new position to foodfoodies[n].newPosition();',correct
'(13 + (1 / 3)) * grow',correct
'alive',correct
'ellipse(koalaX - 50 - 10 * grow, koalaY - 40 - 8 * grow, 60 + 20 * grow, 60 + 20 * grow)',correct
'mouthOpen()',correct
'eating.play()',correct
'eat = true;',correct
'// ear left koalaellipse(koalaX - 50 - 10 * grow, koalaY - 40 - 8 * grow, 60 + 20 * grow, 60 + 20 * grow);',correct
'// nose koalaellipse(koalaX, koalaY + 5, 25 + 5 * grow, 30 + 6 * grow);',correct
'{    // no lines    noStroke();    // grey fill    fill(167, 170, 172);    // square head koala    rect(koalaX, koalaY, 100 + 20 * grow, 100 + 20 * grow, 25);    // ear left koala    ellipse(koalaX - 50 - 10 * grow, koalaY - 40 - 8 * grow, 60 + 20 * grow, 60 + 20 * grow);    // ear right koala    ellipse(koalaX + 50 + 10 * grow, koalaY - 40 - 8 * grow, 60 + 20 * grow, 60 + 20 * grow);    // dark grey fill    fill(88, 88, 90);    // eye left koala    ellipse(koalaX - 20 - 4 * grow, koalaY - 5 - 6 * grow, 10 + 2 * grow, 10 + 2 * grow);    // eye right koala    ellipse(koalaX + 20 + 4 * grow, koalaY - 5 - 6 * grow, 10 + 2 * grow, 10 + 2 * grow);    // nose koala    ellipse(koalaX, koalaY + 5, 25 + 5 * grow, 30 + 6 * grow);    noFill();    // dark grey fill    stroke(88, 88, 90);    // earline left    arc(koalaX - 50 - 10 * grow, koalaY - 40 - 8 * grow, 40 + (13 + (1 / 3)) * grow, 40 + (13 + (1 / 3)) * grow, PI, PI + HALF_PI);    // earline right    arc(koalaX + 50 + 10 * grow, koalaY - 40 - 8 * grow, 40 + (13 + (1 / 3)) * grow, 40 + (13 + (1 / 3)) * grow, PI + HALF_PI, TWO_PI);}',correct
'if (timeToLive == 0) {    newPosition();}',correct
'arc(foodX, foodY - 40, 70, 40, PI + QUARTER_PI, PI + PI - 0.5f)',correct
'{    mouthOpen();}',correct
'204 - grow * 33',correct
'// leaf 2 leftarc(foodX, foodY, 65, 30, PI + QUARTER_PI, PI + HALF_PI);',correct
'{    koala.koalaX = mouseX;    koala.koalaY = mouseY;}',correct
'!koala.alive',correct
'eat',correct
'0.5f',correct
'// setting boolean eat to falseeat = false;',correct
'void mouthClosed() {    // thickness of line    strokeWeight(5 + grow);    noFill();    // closed mouth left koala    arc(koalaX - 15 - 3 * grow, koalaY + 10 + 5 * grow, 30 + 6 * grow, 30 + 6 * grow, 0, HALF_PI);    // closed mouth right koala    arc(koalaX + 15 + 3 * grow, koalaY + 10 + 5 * grow, 30 + 6 * grow, 30 + 6 * grow, HALF_PI, PI);}',correct
'void update() {    // check if food is there    for (int n = 0; n < foodies.length; n++) {        if (koalaX < foodies[n].foodX + 25 && koalaX > foodies[n].foodX - 25 && koalaY < foodies[n].foodY + 25 && koalaY > foodies[n].foodY - 25 && koala.alive == true) {            eating.play();            eating.rewind();            eat = true;            // sets the foodtime to that current time            foodtime = millis();            // gives sets count to count+1            count++;            // gives new position to food            foodies[n].newPosition();            // prints count            System.out.println(count);            if (count % 5 == 0) {                // with using modulo, every 5 times that the koala eats, grow gets one bigger                grow++;                if (grow == 6) {                    alive = false;                }                System.out.println(grow);            }        }    }    if (millis() > foodtime + eatdelay) {        // if the koala has eaten for longer than the eatdelay, the mouth closes because the boolean eat will return false        eat = false;    }}',correct
'alive = true',correct
'mouthOpen',correct
'// leaf on top bovenaanarc(foodX, foodY - 40, 70, 40, PI + QUARTER_PI, PI + PI - 0.5f);',correct
'eating = minim.loadFile("eating.mp3")',correct
'display',correct
'foodies[n].display()',correct
'arc(foodX, foodY + 20, 60, 25, PI + QUARTER_PI, PI + HALF_PI)',correct
'draw',correct
'koalaY + 10 + 5 * grow',correct
'// change Y position of food to random positionfoodY = random(100, (height - 100));',correct
'foodY - 20',correct
'void mouthOpen() {    // open mouth koala    ellipse(koalaX, koalaY + 25 + 5 * grow, 30 + 6 * grow, 20 + 4 * grow);}',correct
'// gives sets count to count+1count++;',correct
'60 + 20 * grow',correct
'{    // creating a new minim thing    minim = new Minim(this);    // creating the eating audio    eating = minim.loadFile("eating.mp3");    // creating the happy audio    happy = minim.loadFile("happy.mp3");    // creating the fat audio    fat = minim.loadFile("fat.mp3");    // playing the happy audio using a loop    happy.loop();    for (int n = 0; n < foodies.length; n++) {        // making sure that this loop goes as many times the food as there are items in the food array. in this case 3 three times        foodies[n] = new Food();    }    koala = new Koala();    // setting the size of the screen    // setting rectangle mode to center    rectMode(CENTER);    // setting the boolean food to false    food = false;}',correct
'System.out.println(mouseX)',correct
'// setting count to 0count = 0;',correct
'newPosition()',correct
'void mousePressed() {    // zorgt ervoor dat wanneer je op een punt klikt, de X positie geprint wordt    System.out.println(mouseX);    // zorgt ervoor dat wanneer je op een punt klikt, de Y positie geprint wordt    System.out.println(mouseY);}',correct
'count % 5 == 0',correct
'foodX = random(100, (width - 100))',correct
'foodies.length',correct
'arc(koalaX - 50 - 10 * grow, koalaY - 40 - 8 * grow, 40 + (13 + (1 / 3)) * grow, 40 + (13 + (1 / 3)) * grow, PI, PI + HALF_PI)',correct
'// defining happy as audioAudioPlayer happy;',correct
'// creating the happy audiohappy = minim.loadFile("happy.mp3");',correct
'void display() {    // everytime the program draws, the time to live will count 1 down. The framerate will be about 60 frames per second. so in almost two seconds a new position will be given to the food    timeToLive--;    if (timeToLive == 0) {        newPosition();    }    if (koala.alive) {        // when the koala is allive, it will draw a koala        // gives the colour green        fill(0, 98, 0);        noStroke();        // draws the head of the koala        rect(foodX, foodY, 6, 100, 50);        // leaf on top bovenaan        arc(foodX, foodY - 40, 70, 40, PI + QUARTER_PI, PI + PI - 0.5f);        // leaf 1 left        arc(foodX, foodY - 20, 70, 35, PI + QUARTER_PI, PI + HALF_PI);        // leaf 2 left        arc(foodX, foodY, 65, 30, PI + QUARTER_PI, PI + HALF_PI);        // leaf 3 left        arc(foodX, foodY + 20, 60, 25, PI + QUARTER_PI, PI + HALF_PI);        // leaf 1 right        arc(foodX, foodY - 10, 70, 35, PI + HALF_PI, TWO_PI - QUARTER_PI);        // leaf 2 right        arc(foodX, foodY + 10, 65, 30, PI + HALF_PI, TWO_PI - QUARTER_PI);        // leaf 3 right        arc(foodX, foodY + 30, 60, 25, PI + HALF_PI, TWO_PI - QUARTER_PI);    }}',correct
'alive = false',correct
'// leaf 1 leftarc(foodX, foodY - 20, 70, 35, PI + QUARTER_PI, PI + HALF_PI);',correct
'face()',correct
'PI + PI',correct
'mousePressed',correct
'// eye left koalaellipse(koalaX - 20 - 4 * grow, koalaY - 5 - 6 * grow, 10 + 2 * grow, 10 + 2 * grow);',correct
'koalaX - 20',correct
'newPosition',correct
'new Minim(this)',correct
'2 * grow',correct
'4 * grow',correct
'20 * grow',correct
'mouthClosed',correct
'// draws the head of the koalarect(foodX, foodY, 6, 100, 50);',correct
'PI + QUARTER_PI',correct
'30 + 6 * grow',correct
'void',correct
'Food[]',correct
'// defining the array of the Food classFood[] foodies = new Food[3];',correct
'grow = 0',correct
'koala',correct
'koalaY - 40',correct
'koalaX < foodies[n].foodX + 25 && koalaX > foodies[n].foodX - 25 && koalaY < foodies[n].foodY + 25 && koalaY > foodies[n].foodY - 25 && koala.alive == true',correct
'20 + 4 * grow',correct
'foodY - 40',correct
'// defining the boolean food for if the koala is eating (true or false)boolean food;',correct
'"fat.mp3"',correct
'void mouseMoved() {    koala.koalaX = mouseX;    koala.koalaY = mouseY;}',correct
'// draw the thing thats found in the void update of the koala classkoala.update();',correct
'"happy.mp3"',correct
'{    if (koala.alive) {        face();        if (eat) {            mouthOpen();        } else {            mouthClosed();        }    }}',correct
'noFill();',correct
'count++',correct
'true',correct
'arc(foodX, foodY - 10, 70, 35, PI + HALF_PI, TWO_PI - QUARTER_PI)',correct
'// playing the happy audio using a loophappy.loop();',correct
'new Food[3]',correct
'minim.loadFile("happy.mp3")',correct
'// dark grey fillstroke(88, 88, 90);',correct
'{    // defining koalaX    koalaX = width / 2;    // defining koalaY    koalaY = height / 2;    // setting boolean eat to false    eat = false;    // setting count to 0    count = 0;    // setting boolean alive to true    alive = true;}',correct
'System.out.println(count)',correct
'koalaX - 50 - 10 * grow',correct
'Koala',correct
'// defining fat as audioAudioPlayer fat;',correct
'koala.koalaY = mouseY',correct
'koalaX - 20 - 4 * grow',correct
'mouthOpen();',correct
'// no linesnoStroke();',correct
'eating.play();',correct
'koala.alive == true',correct
'if (koala.alive) {    // when the koala is allive, it will draw a koala    // gives the colour green    fill(0, 98, 0);    noStroke();    // draws the head of the koala    rect(foodX, foodY, 6, 100, 50);    // leaf on top bovenaan    arc(foodX, foodY - 40, 70, 40, PI + QUARTER_PI, PI + PI - 0.5f);    // leaf 1 left    arc(foodX, foodY - 20, 70, 35, PI + QUARTER_PI, PI + HALF_PI);    // leaf 2 left    arc(foodX, foodY, 65, 30, PI + QUARTER_PI, PI + HALF_PI);    // leaf 3 left    arc(foodX, foodY + 20, 60, 25, PI + QUARTER_PI, PI + HALF_PI);    // leaf 1 right    arc(foodX, foodY - 10, 70, 35, PI + HALF_PI, TWO_PI - QUARTER_PI);    // leaf 2 right    arc(foodX, foodY + 10, 65, 30, PI + HALF_PI, TWO_PI - QUARTER_PI);    // leaf 3 right    arc(foodX, foodY + 30, 60, 25, PI + HALF_PI, TWO_PI - QUARTER_PI);}',correct
